itemid,priceupdatedate,itemcode,itemname,manufacturername,manufacturecountry,manufactureritemdescription,unitqty,quantity,unitofmeasure,itemprice,unitofmeasureprice
9089,2024-11-05 15:52:38,7290002505020,שוקיים עוף קפוא קהיל,קהילות,,שוקיים עוף קפוא קהיל,קילוגרמים,1.00,"ק""ג",44.90,44.9000
40881,2024-11-24 13:07:08,7290116532011,קליק חטיף  נוגט 35 ג,יוניליוור,,קליק חטיף  נוגט 35 ג,גרמים,35.00,100 גרם,3.90,0.1114
41205,2024-12-10 15:27:10,7290008670937,יין רקנאטי סירה,יקב רקאנטי,,יין רקנאטי סירה,מיליליטרים,750.00,"100 מ""ל",49.90,0.0665
11390,2024-12-29 07:02:35,97643082142,שוקולד קידס שמרלינג,"מאסטרני בע|""מ",שווייץ,שוקולד קידס שמרלינג,גרמים,100.00,100 גרם,14.90,0.1490
11391,,97643082449,שוקולד פרלין שמרלינג,,,שוקולד פרלין שמרלינג,,,,,
41475,2025-01-05 15:07:08,7804685790002,אוכמניות יח,אראל תוצרת חקלאית בע,ישראל,אוכמניות יח,,140.00,גרם,15.90,0.1136
4452,2025-01-12 07:49:41,7290010945306,חלב 3% טרה 2 ליטר,טרה,,חלב 3% טרה 2 ליטר,קילוגרמים,2.00,"ליטר    ",14.30,7.1500
13665,2025-01-12 07:49:43,7290000056845,חלב 3% תנובה 1.5 ליט,תנובה מרכז שיתופי לש,,חלב 3% תנובה 1.5 ליט,,1.50,,10.70,7.1333
12656,2025-01-19 07:13:25,7290107944243,ופל אפיפית בטעם שוקו,שטראוס,,ופל אפיפית בטעם שוקו,גרמים,200.00,100 גרם,7.90,0.0395
34123,,7290005201882,קפה טורקי עלית 200 ג,שטראוס קפה בי.וי,,קפה טורקי עלית 200 ג,,,,16.90,0.0845
52,2022-04-11 17:43:52,7290010328680,עוגת שוקולד ציפס מרי,אחדות ביחר לטחינה חל,,עוגת שוקולד ציפס מרי,,450.00,,9.80,0.0218
761,2022-04-11 17:43:54,7290115204698,בייגלה שטוחים ביסלי,אסם,,בייגלה שטוחים ביסלי,,300.00,,9.90,0.0330
807,,7613287476678,דגני בוקר סינימיניס,,צרפת,דגני בוקר סינימיניס,,360.00,,19.90,0.0553
9030,2022-04-11 17:44:27,7290002292333,בשר מס' 5 צלי כתף קפ,סירסיל,אורוגואי,בשר מס' 5 צלי כתף קפ,קילוגרמים,1.00,"ק""ג",119.90,119.9000
12164,2022-04-11 17:44:39,7290015858113,ממרח עגבניות מיובשות,מדשא,ישראל,ממרח עגבניות מיובשות,גרמים,180.00,100 גרם,15.90,0.0883
12723,2022-04-11 17:44:41,7290110563868,מאגדת אנרג'י תחתית מ,שטראוס,,מאגדת אנרג'י תחתית מ,,144.00,,13.90,0.0965
12976,2022-04-11 17:44:42,3574669908948,תחליב רחצה עדין גונס,גונסון אנד גונסון,איטליה,תחליב רחצה עדין גונס,מיליליטרים,750.00,"100 מ""ל",19.90,0.0265
24953,2022-04-11 17:45:30,693493089395,"ויטמין B12 מק""ג 1000",מעבדות,ישראל,"ויטמין B12 מק""ג 1000","Unknown ",0.00,"יחידה   ",59.90,0.0000
25823,2022-06-03 00:27:12,670087649586,יין פאר כבשה שחורה ב,יקב פאר,,יין פאר כבשה שחורה ב,מיליליטרים,750.00,"100 מ""ל",149.90,0.1999
25825,,670087649609,יין פאר אייל בלנד אב,,,יין פאר אייל בלנד אב,,,,,
16800,2022-06-13 16:20:08,7290006342645,טורטיות 10*70 גרם,",",תורכיה,טורטיות 10*70 גרם,גרמים,700.00,100 גרם,14.90,0.0213
4923,2022-09-04 06:18:26,7290015374262,חטיפי תפוא במילוי תי,חטיפי אלקיים בעמ,ישראל,חטיפי תפוא במילוי תי,"פריט    ",1.00,"ק""ג     ",21.90,21.9000
4844,2022-12-05 14:25:08,7290000191539,טישו צבעוני לילי 5*9,חוגלה קימברלי,,טישו צבעוני לילי 5*9,"Unknown ",450.00,"יחידה   ",11.90,0.0264
29400,2023-01-10 15:47:07,9421018071508,יין מאד האוס סוביניו,אקולייד,ניו זילנד,יין מאד האוס סוביניו,מיליליטרים,750.00,"100 מ""ל",59.60,0.0795
2431,2023-01-22 11:33:05,7290010193851,שניצל אמריקאי גלאט ע,מ ב גלאט עוף למהדרין,ישראל,שניצל אמריקאי גלאט ע,"פריט    ",2.00,"ק""ג     ",65.90,32.9500
29664,2023-02-01 12:47:07,7290008631686,גרונות הודו קפוא אחד,סנטרל גלאט,,גרונות הודו קפוא אחד,קילוגרמים,1.00,"ק""ג",37.90,37.9000
29988,2023-02-16 09:47:06,7290012227974,פסטרמה בדבש דק דק דק,זוגלובק,,פסטרמה בדבש דק דק דק,גרמים,120.00,100 גרם,14.90,0.1242
5389,2023-06-19 18:59:46,5000299211243,ויסקי שיבאס 21 רויאל,מזקקת האחים שיבאס,סקוטלנד,ויסקי שיבאס 21 רויאל,מיליליטרים,700.00,"100 מ""ל",419.90,0.5999
32046,2023-06-29 14:07:07,838948009829,צנימים דקים מלבה שני,אנ.וו.טי.,איטליה,צנימים דקים מלבה שני,גרמים,100.00,100 גרם,7.90,0.0790
11619,2023-07-02 10:22:36,4009900479998,מסטיק אורביט בבקבוק,ריגלי,פולין,מסטיק אורביט בבקבוק,,64.00,,10.70,0.1672
32189,2023-07-10 06:07:13,7759436000032,אוכמניות יח,אראל תוצרת חקלאית בע,ישראל,אוכמניות יח,,140.00,גרם,15.90,0.1136
4121,2023-08-21 12:23:03,7290001670859,מלית דובדבנים הנמל 4,פוליבה,,מלית דובדבנים הנמל 4,,400.00,100 גרם,10.90,0.0273
31591,2023-10-17 10:28:19,7290000572611,סירופ אחוה בטעם פטל,אחדות ביחר לטחינה חל,,סירופ אחוה בטעם פטל,קילוגרמים,4.00,"ליטר    ",32.90,8.2250
516,2022-04-11 17:43:53,7290104504228,מארז דובונים 5*20 גר,אסם,ישראל,מארז דובונים 5*20 גר,גרמים,100.00,100 גרם,12.90,0.1290
2189,2022-04-11 17:44:00,7290108502305,גבינת גרנה פדנו משול,זנאטי,יוון,גבינת גרנה פדנו משול,,150.00,,16.90,0.1127
3804,2022-04-11 17:44:06,7290011115241,סבון מוצק נקה 7 ורד,גליל כימיקלים בעמ,ישראל,סבון מוצק נקה 7 ורד,,400.00,,10.90,0.0273
3806,,7290011115265,סבון מוצק נקה 7 לבנד,,,סבון מוצק נקה 7 לבנד,,,,,
3973,2022-04-11 17:44:07,7290108359060,כריות ניקוי לשבת סנו,סנו,,כריות ניקוי לשבת סנו,"Unknown ",0.00,"יחידה   ",9.90,0.0000
4639,2022-04-11 17:44:10,4022025001905,יין בלו ווין זהב 24K,יקב רמת הגולן,,יין בלו ווין זהב 24K,מיליליטרים,750.00,"100 מ""ל",49.90,0.0665
6309,2022-04-11 17:44:16,7290108620214,יין פאלאס בלנד לבן י,יקבי ציון,,יין פאלאס בלנד לבן י,,,,24.90,0.0332
7503,2022-04-11 17:44:21,7290013303608,יין אור הגנוז הר סינ,חבל יתיר,,יין אור הגנוז הר סינ,,,,99.90,0.1332
8977,2022-04-11 17:44:27,7290002069270,כנפיים עוף קפוא פרימ,עוף טוב,,כנפיים עוף קפוא פרימ,קילוגרמים,1.00,"ק""ג",9.90,9.9000
8991,,7290002131748,בשר מס 9 קשתית קפוא,פריגוצ'אקו,פרגוואי,בשר מס 9 קשתית קפוא,,,,59.90,59.9000
9035,,7290002292388,בשר מס' 10 צוואר בקר,סירסיל,אורוגואי,בשר מס' 10 צוואר בקר,,,,74.90,74.9000
9191,,7290004093211,כבד עוף קפוא עוף הכפ,יסכה,ישראל,כבד עוף קפוא עוף הכפ,,,,19.90,19.9000
9287,2022-04-11 17:44:28,7290008455725,עצמות עוף קפוא אחדות,סנטרל גלאט,,עצמות עוף קפוא אחדות,,,,5.90,5.9000
34366,2023-10-26 10:47:07,7290016302042,"מארז פרנה ""פרנה בייק",בית הפרנה,,"מארז פרנה ""פרנה בייק",גרמים,600.00,100 גרם,11.90,0.0198
34539,2023-11-05 10:47:07,7290008335539,פלמיני תפוא ש. האופי,שלושת האופים,,פלמיני תפוא ש. האופי,,,,7.90,0.0132
34547,2023-11-05 12:47:07,6001087364614,דאו ספריי אקס בלאק 1,יוניליוור,אנגליה,דאו ספריי אקס בלאק 1,מיליליטרים,150.00,"100 מ""ל",9.90,0.0660
34666,2023-11-12 14:47:08,7290002787891,מקלות בורקס פילו תרד,שלושת האופים,ישראל,מקלות בורקס פילו תרד,גרמים,600.00,100 גרם,16.90,0.0282
242,2023-11-22 10:40:28,7290105180490,"טלק אריסטוקרט 200 מ""",אריסטוקרט,,"טלק אריסטוקרט 200 מ""",מיליליטרים,200.00,"100 מ""ל",11.50,0.0575
8776,2023-11-28 15:36:39,7290003069156,פילה סלמון 100% דליד,דלידג,,פילה סלמון 100% דליד,קילוגרמים,1.00,"ק""ג",79.90,79.9000
35312,2023-12-19 14:27:08,7290119736362,שנייק קינמון האופים,אנטיקביץ,,שנייק קינמון האופים,גרמים,600.00,100 גרם,12.90,0.0215
35314,2023-12-19 14:47:07,7290119736461,שנייק שוקולד האופים,,,שנייק שוקולד האופים,,,,,
35330,2023-12-19 15:27:08,7290119732753,עוגיות וטוריס שומשומ,,,עוגיות וטוריס שומשומ,,350.00,,11.90,0.0340
35332,,7290119732852,עוגיות וטוריס שקדים,,,עוגיות וטוריס שקדים,,,,,
32631,2023-12-31 14:03:51,7290019204206,פסטרמה בסגנון רומני,עוף טוב,,פסטרמה בסגנון רומני,,320.00,,24.90,0.0778
35524,2024-01-01 09:27:11,7290117265253,צהובה קלאסית פרוסות,גולד פרוסט,,צהובה קלאסית פרוסות,"פריט    ",1.00,"ק""ג     ",39.90,39.9000
16929,2024-01-05 08:57:06,7290017389028,אננס מיובש ללא סוכר,דין שיווק,,אננס מיובש ללא סוכר,גרמים,160.00,100 גרם,18.90,0.1181
35636,2024-01-10 11:27:11,710497091350,כרובית ארוזה,אראל תוצרת חקלאית בע,,כרובית ארוזה,"Unknown ",0.00,"יחידה   ",9.90,0.0000
35637,2024-01-10 12:27:10,7290002587637,דג טונה אדומה פרוס ע,בון צון פישארי,ויטנאם,דג טונה אדומה פרוס ע,קילוגרמים,1.00,"ק""ג",59.90,59.9000
1158,2024-01-14 08:23:19,7290000253251,שוקו ציפס לבן אופנהי,אופנהיימר,ישראל,שוקו ציפס לבן אופנהי,גרמים,250.00,100 גרם,11.90,0.0476
3753,2024-01-28 06:18:36,7290005425073,מטהר סנו דאופרש יסמי,סנו,,מטהר סנו דאופרש יסמי,,300.00,,9.90,0.0330
36076,2024-02-07 15:07:08,7290108620498,יין קפיטל רוזה,יקבי ציון,,יין קפיטל רוזה,מיליליטרים,750.00,"100 מ""ל",54.90,0.0732
36223,2024-02-26 12:57:45,721733002634,טקילה פטרון סילבר 1,",",מקסיקו,טקילה פטרון סילבר 1,קילוגרמים,1.00,"ליטר    ",169.90,169.9000
9074,2024-03-03 16:12:21,7290002386667,בשר מס 8 שריר קפוא ק,קופאיאן,אורוגואי,בשר מס 8 שריר קפוא ק,,,"ק""ג",84.90,84.9000
9251,2024-03-03 16:12:22,7290004263553,בשר מס 3 חזה בקר צרכ,עטרה,ישראל,בשר מס 3 חזה בקר צרכ,,,,44.90,44.9000
9578,2024-03-03 16:12:23,7290002292548,כבד עוף צלוי מצונן א,מעדני ד.א.י,,כבד עוף צלוי מצונן א,גרמים,200.00,100 גרם,34.90,0.1745
13033,2024-03-03 16:12:26,7290105434067,דאו ספיד סטיק אושן 8,קולגייט פלמוליב,בלרוס,דאו ספיד סטיק אושן 8,,85.00,,21.90,0.2576
20561,2024-03-03 16:12:29,7290001532010,סלמון בעישון חם הרמס,"הרמס דגים בע""מ",ישראל,סלמון בעישון חם הרמס,קילוגרמים,1.00,"ק""ג",169.00,169.0000
20574,2024-03-03 16:12:30,7290014973329,פילה הרינג אדום הרמס,,,פילה הרינג אדום הרמס,גרמים,200.00,100 גרם,17.90,0.0895
36553,2024-03-06 09:27:08,7290005973024,גפרורים ארוכים טרי ס,סויידיש מאטש,שוודיה,גפרורים ארוכים טרי ס,"Unknown ",0.00,"יחידה   ",4.90,0.0000
36787,2024-03-19 09:07:07,7290112488008,מארז צלחות כתר  מרק+,פאלאס,סין,מארז צלחות כתר  מרק+,,,,29.90,
36791,2024-03-19 14:27:07,7290009002126,תפוח עץ סטורי,אראל תוצרת חקלאית בע,ישראל,תפוח עץ סטורי,קילוגרמים,1.00,"ק""ג",9.90,9.9000
36818,2024-03-21 10:07:07,7290017978468,שלגוני גלי גל 8 יח',"גלידות ריאו ביח""ר לג",,שלגוני גלי גל 8 יח',גרמים,600.00,100 גרם,12.90,0.0215
36817,2024-03-21 15:07:08,7290112486936,גביע יין מוכסף + תחת,פאלאס,סין,גביע יין מוכסף + תחת,"Unknown ",0.00,"יחידה   ",17.90,0.0000
37070,2024-03-27 16:47:08,7290001131008,סטייק עין מיושן טאק,טאק טורו,ישראל,סטייק עין מיושן טאק,קילוגרמים,1.00,"ק""ג",79.90,79.9000
37100,2024-03-28 12:47:07,7290117906392,חלבה פיסטוק שקדיה 40,עאקר חפז,,חלבה פיסטוק שקדיה 40,גרמים,400.00,100 גרם,14.90,0.0373
1939,2024-03-31 07:18:22,7290008989039,דייסת קורנפלור ב.ד 4,בטר אנד דיפרנט,,דייסת קורנפלור ב.ד 4,,,,17.90,0.0447
30491,2024-04-01 09:10:00,7290019568254,שמן זית מזוכך קבר רח,סובנה,ספרד,שמן זית מזוכך קבר רח,מיליליטרים,750.00,"100 מ""ל",59.90,0.0799
37275,2024-04-08 11:27:08,7290112488398,"סט סכו""ם כתר לפיד זה",פאלאס,סין,"סט סכו""ם כתר לפיד זה","Unknown ",0.00,"יחידה   ",29.90,0.0000
37389,2024-04-11 15:07:07,8412168002543,משקה כוהלי מחייה 13,יקבי כרמל,ישראל,משקה כוהלי מחייה 13,מיליליטרים,700.00,"100 מ""ל",39.90,0.0570
37577,2024-04-16 16:47:08,8593868007127,מארז בירה סטארופרמן,סטארופרמן,צכיה,מארז בירה סטארופרמן,קילוגרמים,1.98,"ליטר    ",33.90,17.1212
4394,2024-05-01 09:50:21,7290017266596,גביעי גלידה מגולגלים,עלמה,ישראל,גביעי גלידה מגולגלים,גרמים,308.00,100 גרם,21.70,0.0705
4355,2024-05-02 12:08:19,835811008347,גפרורים ארוכים הנמל,נור,שוודיה,גפרורים ארוכים הנמל,"Unknown ",0.00,"יחידה   ",4.90,0.0000
4515,2024-05-19 09:40:37,7290102396719,מולר סימפלי תות 0% 1,טרה,ישראל,מולר סימפלי תות 0% 1,גרמים,150.00,100 גרם,5.50,0.0367
13727,2024-05-19 09:40:49,7290004127336,קוטג 9% תנובה 250 גר,תנובה מרכז שיתופי לש,,קוטג 9% תנובה 250 גר,,250.00,,1.90,0.0076
26237,2024-05-19 09:40:51,7290110329686,משקה GO בטעם עוגיות,,,משקה GO בטעם עוגיות,מיליליטרים,340.00,"100 מ""ל",7.90,0.0232
14925,2024-05-27 13:42:03,7290009008418,שזיף אדום,אראל תוצרת חקלאית בע,,שזיף אדום,קילוגרמים,1.00,"ק""ג",14.90,14.9000
38055,2024-05-27 16:07:13,7290012206566,רול טעים בטעם אבטיח,tou biyoute,סין,רול טעים בטעם אבטיח,גרמים,150.00,100 גרם,18.90,0.1260
38292,2024-06-09 09:27:07,8001841663692,נוזל כלים פיירי אקסט,פרוקטר & גמבל,צכיה,נוזל כלים פיירי אקסט,מיליליטרים,900.00,"100 מ""ל",14.90,0.0166
31619,2024-06-16 07:43:53,7290014455467,מעדן שיבולת שועל גד,מחלבות גד,ישראל,מעדן שיבולת שועל גד,,150.00,,3.90,0.0260
2434,2024-07-08 08:52:31,7290010193882,"ציפס גלאט עוף 1.5 ק""",גרין פרוסט פוד,,"ציפס גלאט עוף 1.5 ק""","פריט    ",1.50,"ק""ג     ",21.90,14.6000
5295,2024-07-08 08:52:33,7290000135045,משקה אנרגיה אקסל תן,טמפו,,משקה אנרגיה אקסל תן,מיליליטרים,250.00,"100 מ""ל",4.20,0.0168
38898,2024-07-10 15:07:09,65633186132,רולים בטעמים פרוט או,גנרל מילס,ארצות הברית,רולים בטעמים פרוט או,גרמים,937.00,100 גרם,79.90,0.0853
38950,2024-07-16 12:07:11,7290018571736,"אורז בסמטי מיה 1 ק""ג",מיה תעשיות מזון בעמ,ישראל,"אורז בסמטי מיה 1 ק""ג","פריט    ",1.00,"ק""ג     ",8.90,8.9000
39417,2024-08-15 08:27:09,7290019790303,חלב מועשר 3% רמת הגו,מחלבת רמת הגולן,,חלב מועשר 3% רמת הגו,קילוגרמים,,"ליטר    ",8.50,8.5000
37013,2024-08-18 10:21:57,7290101829577,כפפות ניטריל S הרקול,שרי גלובס,תאילנד,כפפות ניטריל S הרקול,"Unknown ",0.00,"יחידה   ",19.90,0.0000
6955,2024-08-22 10:21:23,7290000497426,לחם לעניין פלוס ברמן,מאפית י את א ברמן בע,ישראל,לחם לעניין פלוס ברמן,גרמים,500.00,100 גרם,12.90,0.0258
22112,2024-09-02 16:04:06,7290015258937,יין נחשון רזרב 2021,יקב חבל יהודה,,יין נחשון רזרב 2021,מיליליטרים,750.00,"100 מ""ל",149.90,0.1999
14042,2024-09-09 07:51:09,7290000345307,תה ארל גריי ויסוצקי,ויסוצקי,,תה ארל גריי ויסוצקי,גרמים,75.00,100 גרם,21.90,0.2920
9108,2024-09-18 06:22:58,7290002612179,חזה אסאדו כבש קפוא ע,טיבון ויל,,חזה אסאדו כבש קפוא ע,קילוגרמים,1.00,"ק""ג",54.90,54.9000
39994,2024-09-18 14:07:08,7441029616750,אננס יחידה,אראל תוצרת חקלאית בע,,אננס יחידה,"Unknown ",0.00,"יחידה   ",29.90,0.0000
